location,day,number of orders,percentage of deliveries
Columbia,2018-12-10,757,0.11360634081902246
Columbia,2018-12-11,708,0.11299435028248588
Columbia,2018-12-12,751,0.09720372836218376
Columbia,2018-12-13,757,0.12813738441215325
Columbia,2018-12-14,708,0.08757062146892655
Columbia,2018-12-15,750,0.072
Columbia,2018-12-16,770,0.15584415584415584
Columbia,2018-12-17,771,0.09987029831387809
Columbia,2018-12-18,727,0.10729023383768914
Columbia,2018-12-19,699,0.10014306151645208
Columbia,2018-12-20,782,0.10485933503836317
Columbia,2018-12-21,715,0.1020979020979021
Columbia,2018-12-22,722,0.07617728531855955
Columbia,2018-12-23,701,0.11554921540656206
Columbia,2018-12-24,725,0.10206896551724139
Columbia,2018-12-25,659,0.1047040971168437
Columbia,2018-12-26,610,0.11475409836065574
Columbia,2018-12-27,631,0.09033280507131537
Columbia,2018-12-28,631,0.10776545166402536
Columbia,2018-12-29,638,0.12539184952978055
Columbia,2018-12-30,536,0.08022388059701492
Columbia,2018-12-31,585,0.11623931623931624
Flatiron,2018-01-01,484,0.1487603305785124
Flatiron,2018-01-02,917,0.1395856052344602
Flatiron,2018-01-03,877,0.14367160775370583
Flatiron,2018-01-04,882,0.14965986394557823
Flatiron,2018-01-05,860,0.16046511627906976
Flatiron,2018-01-06,411,0.1678832116788321
Flatiron,2018-01-07,476,0.17857142857142858
Flatiron,2018-01-08,909,0.12431243124312431
Flatiron,2018-01-09,942,0.09341825902335456
Flatiron,2018-01-10,949,0.11591148577449947
Flatiron,2018-01-11,955,0.09633507853403141
Flatiron,2018-01-12,981,0.10091743119266056
Flatiron,2018-01-13,476,0.11974789915966387
Flatiron,2018-01-14,480,0.15208333333333332
Flatiron,2018-01-15,502,0.13745019920318724
Flatiron,2018-01-16,975,0.13538461538461538
Flatiron,2018-01-17,928,0.12392241379310345
Flatiron,2018-01-18,918,0.10457516339869281
Flatiron,2018-01-19,950,0.10526315789473684
Flatiron,2018-01-20,549,0.09836065573770492
Flatiron,2018-01-21,541,0.08502772643253234
Flatiron,2018-01-22,1026,0.09649122807017543
Flatiron,2018-01-23,946,0.07716701902748414
Flatiron,2018-01-24,909,0.1001100110011001
Flatiron,2018-01-25,954,0.11006289308176101
Flatiron,2018-01-26,945,0.12486772486772486
Flatiron,2018-01-27,540,0.07407407407407407
Flatiron,2018-01-28,547,0.09140767824497258
Flatiron,2018-01-29,947,0.11087645195353749
Flatiron,2018-01-30,937,0.11846318036286019
Flatiron,2018-01-31,971,0.12358393408856849
Flatiron,2018-02-01,962,0.10602910602910603
Flatiron,2018-02-02,956,0.1579497907949791
Flatiron,2018-02-03,506,0.15612648221343872
Flatiron,2018-02-04,533,0.1350844277673546
Flatiron,2018-02-05,939,0.1299254526091587
Flatiron,2018-02-06,990,0.11818181818181818
Flatiron,2018-02-07,1006,0.1779324055666004
Flatiron,2018-02-08,904,0.1172566371681416
Flatiron,2018-02-09,959,0.1105318039624609
Flatiron,2018-02-10,540,0.08703703703703704
Flatiron,2018-02-11,521,0.07677543186180422
Flatiron,2018-02-12,1001,0.09490509490509491
Flatiron,2018-02-13,961,0.12695109261186263
Flatiron,2018-02-14,953,0.08394543546694648
Flatiron,2018-02-15,908,0.0881057268722467
Flatiron,2018-02-16,995,0.09849246231155778
Flatiron,2018-02-17,496,0.11895161290322581
Flatiron,2018-02-18,513,0.08382066276803118
Flatiron,2018-02-19,518,0.07722007722007722
Flatiron,2018-02-20,932,0.09763948497854077
Flatiron,2018-02-21,966,0.07763975155279502
Flatiron,2018-02-22,1009,0.11298315163528246
Flatiron,2018-02-23,957,0.09299895506792058
Flatiron,2018-02-24,553,0.07956600361663653
Flatiron,2018-02-25,516,0.10852713178294573
Flatiron,2018-02-26,941,0.0924548352816153
Flatiron,2018-02-27,1009,0.09117938553022795
Flatiron,2018-02-28,1016,0.09055118110236221
Flatiron,2018-03-01,985,0.08934010152284264
Flatiron,2018-03-02,969,0.13415892672858618
Flatiron,2018-03-03,517,0.09864603481624758
Flatiron,2018-03-04,498,0.07028112449799197
Flatiron,2018-03-05,958,0.10647181628392484
Flatiron,2018-03-06,966,0.09730848861283643
Flatiron,2018-03-07,916,0.1277292576419214
Flatiron,2018-03-08,953,0.09338929695697797
Flatiron,2018-03-09,985,0.10862944162436548
Flatiron,2018-03-10,486,0.12345679012345678
Flatiron,2018-03-11,517,0.09864603481624758
Flatiron,2018-03-12,947,0.0897571277719113
Flatiron,2018-03-13,938,0.11940298507462686
Flatiron,2018-03-14,973,0.12332990750256938
Flatiron,2018-03-15,1011,0.09297725024727992
Flatiron,2018-03-16,944,0.11016949152542373
Flatiron,2018-03-17,495,0.08888888888888889
Flatiron,2018-03-18,547,0.08409506398537477
Flatiron,2018-03-19,952,0.11974789915966387
Flatiron,2018-03-20,973,0.13052415210688592
Flatiron,2018-03-21,943,0.11983032873807
Flatiron,2018-03-22,938,0.1023454157782516
Flatiron,2018-03-23,983,0.09257375381485249
Flatiron,2018-03-24,509,0.0962671905697446
Flatiron,2018-03-25,479,0.09603340292275574
Flatiron,2018-03-26,947,0.08764519535374868
Flatiron,2018-03-27,975,0.10358974358974359
Flatiron,2018-03-28,962,0.08523908523908524
Flatiron,2018-03-29,944,0.0826271186440678
Flatiron,2018-03-30,945,0.08253968253968254
Flatiron,2018-03-31,532,0.07142857142857142
Flatiron,2018-04-01,535,0.0616822429906542
Flatiron,2018-04-02,963,0.10903426791277258
Flatiron,2018-04-03,900,0.10666666666666667
Flatiron,2018-04-04,965,0.07461139896373056
Flatiron,2018-04-05,948,0.0949367088607595
Flatiron,2018-04-06,959,0.09280500521376434
Flatiron,2018-04-07,511,0.08023483365949119
Flatiron,2018-04-08,499,0.10821643286573146
Flatiron,2018-04-09,1002,0.10578842315369262
Flatiron,2018-04-10,971,0.09680741503604531
Flatiron,2018-04-11,892,0.08856502242152467
Flatiron,2018-04-12,962,0.08212058212058213
Flatiron,2018-04-13,896,0.08370535714285714
Flatiron,2018-04-14,527,0.08918406072106262
Flatiron,2018-04-15,518,0.10617760617760617
Flatiron,2018-04-16,995,0.0864321608040201
Flatiron,2018-04-17,925,0.08540540540540541
Flatiron,2018-04-18,928,0.08836206896551724
Flatiron,2018-04-19,919,0.0957562568008705
Flatiron,2018-04-20,936,0.08333333333333333
Flatiron,2018-04-21,552,0.059782608695652176
Flatiron,2018-04-22,465,0.07956989247311828
Flatiron,2018-04-23,896,0.078125
Flatiron,2018-04-24,901,0.10210876803551609
Flatiron,2018-04-25,930,0.10215053763440861
Flatiron,2018-04-26,914,0.09956236323851203
Flatiron,2018-04-27,911,0.0801317233809001
Flatiron,2018-04-28,542,0.07749077490774908
Flatiron,2018-04-29,495,0.06262626262626263
Flatiron,2018-04-30,919,0.1044613710554951
Flatiron,2018-05-01,854,0.08196721311475409
Flatiron,2018-05-02,857,0.09101516919486581
Flatiron,2018-05-03,839,0.10488676996424315
Flatiron,2018-05-04,857,0.10968494749124855
Flatiron,2018-05-05,507,0.07692307692307693
Flatiron,2018-05-06,501,0.05588822355289421
Flatiron,2018-05-07,968,0.09297520661157024
Flatiron,2018-05-08,915,0.08743169398907104
Flatiron,2018-05-09,875,0.10285714285714286
Flatiron,2018-05-10,905,0.08729281767955802
Flatiron,2018-05-11,893,0.09742441209406495
Flatiron,2018-05-12,555,0.08648648648648649
Flatiron,2018-05-13,503,0.08946322067594434
Flatiron,2018-05-14,875,0.08571428571428572
Flatiron,2018-05-15,825,0.10666666666666667
Flatiron,2018-05-16,946,0.08562367864693446
Flatiron,2018-05-17,922,0.1019522776572668
Flatiron,2018-05-18,921,0.09120521172638436
Flatiron,2018-05-19,486,0.12345679012345678
Flatiron,2018-05-20,436,0.08256880733944955
Flatiron,2018-05-21,872,0.08830275229357798
Flatiron,2018-05-22,899,0.09566184649610679
Flatiron,2018-05-23,924,0.08333333333333333
Flatiron,2018-05-24,871,0.09644087256027555
Flatiron,2018-05-25,818,0.10146699266503667
Flatiron,2018-05-26,406,0.09359605911330049
Flatiron,2018-05-27,512,0.072265625
Flatiron,2018-05-28,508,0.07874015748031496
Flatiron,2018-05-29,838,0.11455847255369929
Flatiron,2018-05-30,868,0.09907834101382489
Flatiron,2018-05-31,917,0.08396946564885496
Flatiron,2018-06-01,824,0.10922330097087378
Flatiron,2018-06-02,417,0.11031175059952038
Flatiron,2018-06-03,501,0.08383233532934131
Flatiron,2018-06-04,881,0.10556186152099886
Flatiron,2018-06-05,851,0.09753231492361927
Flatiron,2018-06-06,862,0.0962877030162413
Flatiron,2018-06-07,865,0.09595375722543352
Flatiron,2018-06-08,837,0.10991636798088411
Flatiron,2018-06-09,456,0.08552631578947369
Flatiron,2018-06-10,498,0.09437751004016064
Flatiron,2018-06-11,860,0.10813953488372093
Flatiron,2018-06-12,843,0.07354685646500593
Flatiron,2018-06-13,841,0.10463733650416171
Flatiron,2018-06-14,815,0.08466257668711656
Flatiron,2018-06-15,843,0.09252669039145907
Flatiron,2018-06-16,415,0.12048192771084337
Flatiron,2018-06-17,420,0.1
Flatiron,2018-06-18,783,0.0983397190293742
Flatiron,2018-06-19,801,0.10986267166042447
Flatiron,2018-06-20,788,0.10152284263959391
Flatiron,2018-06-21,834,0.13309352517985612
Flatiron,2018-06-22,853,0.10082063305978899
Flatiron,2018-06-23,504,0.08134920634920635
Flatiron,2018-06-24,684,0.054093567251461985
Flatiron,2018-06-25,850,0.0976470588235294
Flatiron,2018-06-26,869,0.09781357882623705
Flatiron,2018-06-27,876,0.1095890410958904
Flatiron,2018-06-28,841,0.10939357907253269
Flatiron,2018-06-29,799,0.1539424280350438
Flatiron,2018-06-30,396,0.13383838383838384
Flatiron,2018-07-01,406,0.12807881773399016
Flatiron,2018-07-02,742,0.11859838274932614
Flatiron,2018-07-03,778,0.11568123393316196
Flatiron,2018-07-04,462,0.09956709956709957
Flatiron,2018-07-05,774,0.10335917312661498
Flatiron,2018-07-06,837,0.08004778972520908
Flatiron,2018-07-07,448,0.08035714285714286
Flatiron,2018-07-08,418,0.11244019138755981
Flatiron,2018-07-09,774,0.12144702842377261
Flatiron,2018-07-10,770,0.11818181818181818
Flatiron,2018-07-11,770,0.13116883116883116
Flatiron,2018-07-12,786,0.1297709923664122
Flatiron,2018-07-13,816,0.10049019607843138
Flatiron,2018-07-14,374,0.11764705882352941
Flatiron,2018-07-15,428,0.10046728971962617
Flatiron,2018-07-16,746,0.10455764075067024
Flatiron,2018-07-17,830,0.12048192771084337
Flatiron,2018-07-18,788,0.09771573604060914
Flatiron,2018-07-19,849,0.10247349823321555
Flatiron,2018-07-20,836,0.09449760765550239
Flatiron,2018-07-21,453,0.0772626931567329
Flatiron,2018-07-22,446,0.11434977578475336
Flatiron,2018-07-23,782,0.10997442455242967
Flatiron,2018-07-24,779,0.10783055198973042
Flatiron,2018-07-25,828,0.09903381642512077
Flatiron,2018-07-26,792,0.10606060606060606
Flatiron,2018-07-27,837,0.12903225806451613
Flatiron,2018-07-28,401,0.10224438902743142
Flatiron,2018-07-29,448,0.09151785714285714
Flatiron,2018-07-30,808,0.10272277227722772
Flatiron,2018-07-31,827,0.1003627569528416
Flatiron,2018-08-01,783,0.10600255427841634
Flatiron,2018-08-02,811,0.11097410604192355
Flatiron,2018-08-03,786,0.0916030534351145
Flatiron,2018-08-04,472,0.13559322033898305
Flatiron,2018-08-05,386,0.11658031088082901
Flatiron,2018-08-06,781,0.10243277848911651
Flatiron,2018-08-07,777,0.11711711711711711
Flatiron,2018-08-08,786,0.10814249363867684
Flatiron,2018-08-09,767,0.09778357235984354
Flatiron,2018-08-10,759,0.12384716732542819
Flatiron,2018-08-11,492,0.09146341463414634
Flatiron,2018-08-12,437,0.11441647597254005
Flatiron,2018-08-13,879,0.10352673492605233
Flatiron,2018-08-14,783,0.11494252873563218
Flatiron,2018-08-15,756,0.08862433862433862
Flatiron,2018-08-16,774,0.10594315245478036
Flatiron,2018-08-17,791,0.10872313527180784
Flatiron,2018-08-18,433,0.10392609699769054
Flatiron,2018-08-19,489,0.08384458077709611
Flatiron,2018-08-20,858,0.09207459207459208
Flatiron,2018-08-21,853,0.1242672919109027
Flatiron,2018-08-22,806,0.09925558312655088
Flatiron,2018-08-23,858,0.1048951048951049
Flatiron,2018-08-24,871,0.10677382319173363
Flatiron,2018-08-25,450,0.10222222222222223
Flatiron,2018-08-26,448,0.09821428571428571
Flatiron,2018-08-27,790,0.09873417721518987
Flatiron,2018-08-28,731,0.11627906976744186
Flatiron,2018-08-29,710,0.10422535211267606
Flatiron,2018-08-30,752,0.11436170212765957
Flatiron,2018-08-31,882,0.10884353741496598
Flatiron,2018-09-01,488,0.08196721311475409
Flatiron,2018-09-02,459,0.12854030501089325
Flatiron,2018-09-03,396,0.09090909090909091
Flatiron,2018-09-04,749,0.11081441922563418
Flatiron,2018-09-05,769,0.1235370611183355
Flatiron,2018-09-06,774,0.13049095607235142
Flatiron,2018-09-07,869,0.09551208285385501
Flatiron,2018-09-08,474,0.06751054852320675
Flatiron,2018-09-09,520,0.07307692307692308
Flatiron,2018-09-10,892,0.09753363228699552
Flatiron,2018-09-11,851,0.08578143360752057
Flatiron,2018-09-12,863,0.08574739281575898
Flatiron,2018-09-13,925,0.09405405405405405
Flatiron,2018-09-14,854,0.09953161592505855
Flatiron,2018-09-15,480,0.08958333333333333
Flatiron,2018-09-16,504,0.12301587301587301
Flatiron,2018-09-17,817,0.11627906976744186
Flatiron,2018-09-18,838,0.11813842482100238
Flatiron,2018-09-19,832,0.11899038461538461
Flatiron,2018-09-20,912,0.09429824561403509
Flatiron,2018-09-21,848,0.10613207547169812
Flatiron,2018-09-22,488,0.09221311475409837
Flatiron,2018-09-23,497,0.0925553319919517
Flatiron,2018-09-24,869,0.08285385500575373
Flatiron,2018-09-25,848,0.11910377358490566
Flatiron,2018-09-26,823,0.1117861482381531
Flatiron,2018-09-27,879,0.10580204778156997
Flatiron,2018-09-28,892,0.08520179372197309
Flatiron,2018-09-29,523,0.08795411089866156
Flatiron,2018-09-30,514,0.07198443579766536
Flatiron,2018-10-01,886,0.09367945823927765
Flatiron,2018-10-02,905,0.09392265193370165
Flatiron,2018-10-03,916,0.08733624454148471
Flatiron,2018-10-04,889,0.10236220472440945
Flatiron,2018-10-05,986,0.10547667342799188
Flatiron,2018-10-06,492,0.08333333333333333
Flatiron,2018-10-07,493,0.09330628803245436
Flatiron,2018-10-08,505,0.11089108910891089
Flatiron,2018-10-09,893,0.09070548712206047
Flatiron,2018-10-10,939,0.11288604898828541
Flatiron,2018-10-11,886,0.13205417607223477
Flatiron,2018-10-12,920,0.09021739130434783
Flatiron,2018-10-13,498,0.0783132530120482
Flatiron,2018-10-14,520,0.08461538461538462
Flatiron,2018-10-15,949,0.08535300316122234
Flatiron,2018-10-16,964,0.09647302904564316
Flatiron,2018-10-17,897,0.0947603121516165
Flatiron,2018-10-18,977,0.09621289662231321
Flatiron,2018-10-19,967,0.0889348500517063
Flatiron,2018-10-20,525,0.08
Flatiron,2018-10-21,502,0.09561752988047809
Flatiron,2018-10-22,962,0.09043659043659044
Flatiron,2018-10-23,910,0.08461538461538462
Flatiron,2018-10-24,995,0.09748743718592964
Flatiron,2018-10-25,931,0.08485499462943072
Flatiron,2018-10-26,943,0.09225874867444327
Flatiron,2018-10-27,509,0.10412573673870335
Flatiron,2018-10-28,496,0.09274193548387097
Flatiron,2018-10-29,993,0.07351460221550855
Flatiron,2018-10-30,973,0.07913669064748201
Flatiron,2018-10-31,966,0.09316770186335403
Flatiron,2018-11-01,902,0.0942350332594235
Flatiron,2018-11-02,958,0.0918580375782881
Flatiron,2018-11-03,517,0.08317214700193423
Flatiron,2018-11-04,513,0.08966861598440545
Flatiron,2018-11-05,906,0.08609271523178808
Flatiron,2018-11-06,1008,0.10912698412698413
Flatiron,2018-11-07,917,0.09051254089422028
Flatiron,2018-11-08,948,0.0981012658227848
Flatiron,2018-11-09,953,0.11332633788037776
Flatiron,2018-11-10,532,0.10526315789473684
Flatiron,2018-11-11,545,0.08440366972477065
Flatiron,2018-11-12,481,0.07276507276507277
Flatiron,2018-11-13,985,0.10456852791878173
Flatiron,2018-11-14,932,0.10085836909871244
Flatiron,2018-11-15,923,0.13434452871072589
Flatiron,2018-11-16,899,0.10011123470522804
Flatiron,2018-11-17,497,0.08450704225352113
Flatiron,2018-11-18,528,0.09848484848484848
Flatiron,2018-11-19,943,0.07317073170731707
Flatiron,2018-11-20,959,0.10010427528675704
Flatiron,2018-11-21,968,0.11880165289256199
Flatiron,2018-11-22,456,0.14035087719298245
Flatiron,2018-11-23,942,0.11677282377919321
Flatiron,2018-11-24,559,0.12343470483005367
Flatiron,2018-11-25,539,0.09276437847866419
Flatiron,2018-11-26,929,0.12271259418729817
Flatiron,2018-11-27,912,0.08223684210526316
Flatiron,2018-11-28,951,0.11251314405888538
Flatiron,2018-11-29,990,0.08787878787878788
Flatiron,2018-11-30,951,0.09989484752891693
Flatiron,2018-12-01,519,0.08477842003853564
Flatiron,2018-12-02,547,0.06764168190127971
Flatiron,2018-12-03,917,0.09378407851690294
Flatiron,2018-12-04,926,0.10907127429805616
Flatiron,2018-12-05,945,0.12169312169312169
Flatiron,2018-12-06,923,0.10400866738894908
Flatiron,2018-12-07,940,0.125531914893617
Flatiron,2018-12-08,516,0.1375968992248062
Flatiron,2018-12-09,522,0.09770114942528736
Flatiron,2018-12-10,940,0.10957446808510639
Flatiron,2018-12-11,962,0.11226611226611227
Flatiron,2018-12-12,913,0.12267250821467689
Flatiron,2018-12-13,924,0.10606060606060606
Flatiron,2018-12-14,951,0.10935856992639327
Flatiron,2018-12-15,546,0.09340659340659341
Flatiron,2018-12-16,492,0.0975609756097561
Flatiron,2018-12-17,974,0.1026694045174538
Flatiron,2018-12-18,941,0.1073326248671626
Flatiron,2018-12-19,981,0.09480122324159021
Flatiron,2018-12-20,991,0.09182643794147326
Flatiron,2018-12-21,961,0.12174817898022892
Flatiron,2018-12-22,540,0.12222222222222222
Flatiron,2018-12-23,545,0.09908256880733946
Flatiron,2018-12-24,999,0.1111111111111111
Flatiron,2018-12-25,527,0.08538899430740038
Flatiron,2018-12-26,982,0.10488798370672098
Flatiron,2018-12-27,944,0.1048728813559322
Flatiron,2018-12-28,992,0.15826612903225806
Flatiron,2018-12-29,499,0.09418837675350701
Flatiron,2018-12-30,502,0.10956175298804781
Flatiron,2018-12-31,974,0.10780287474332649
Midtown,2018-01-01,458,0.0
Midtown,2018-01-02,914,0.0
Midtown,2018-01-03,1027,0.0
Midtown,2018-01-04,936,0.0
Midtown,2018-01-05,864,0.0
Midtown,2018-01-06,396,0.0
Midtown,2018-01-07,435,0.0
Midtown,2018-01-08,979,0.0
Midtown,2018-01-09,1053,0.0
Midtown,2018-01-10,1045,0.0
Midtown,2018-01-11,1008,0.0
Midtown,2018-01-12,1026,0.0
Midtown,2018-01-13,560,0.0
Midtown,2018-01-14,484,0.0
Midtown,2018-01-15,524,0.0
Midtown,2018-01-16,1007,0.0
Midtown,2018-01-17,945,0.0
Midtown,2018-01-18,961,0.0
Midtown,2018-01-19,1012,0.0
Midtown,2018-01-20,568,0.0
Midtown,2018-01-21,568,0.0
Midtown,2018-01-22,1041,0.0
Midtown,2018-01-23,1058,0.0
Midtown,2018-01-24,1032,0.0
Midtown,2018-01-25,1025,0.0
Midtown,2018-01-26,1000,0.0
Midtown,2018-01-27,603,0.0
Midtown,2018-01-28,542,0.0
Midtown,2018-01-29,1056,0.0
Midtown,2018-01-30,946,0.0
Midtown,2018-01-31,951,0.0
Midtown,2018-02-01,1039,0.0
Midtown,2018-02-02,945,0.0
Midtown,2018-02-03,547,0.0
Midtown,2018-02-04,556,0.0
Midtown,2018-02-05,988,0.0
Midtown,2018-02-06,1025,0.0
Midtown,2018-02-07,973,0.0
Midtown,2018-02-08,981,0.0
Midtown,2018-02-09,1038,0.0
Midtown,2018-02-10,584,0.0
Midtown,2018-02-11,531,0.0
Midtown,2018-02-12,1068,0.0
Midtown,2018-02-13,949,0.0
Midtown,2018-02-14,1037,0.0
Midtown,2018-02-15,1042,0.0
Midtown,2018-02-16,1035,0.0
Midtown,2018-02-17,549,0.0
Midtown,2018-02-18,553,0.0
Midtown,2018-02-19,604,0.0
Midtown,2018-02-20,1051,0.0
Midtown,2018-02-21,1033,0.0
Midtown,2018-02-22,1044,0.0
Midtown,2018-02-23,1022,0.0
Midtown,2018-02-24,583,0.0
Midtown,2018-02-25,585,0.0
Midtown,2018-02-26,1003,0.0
Midtown,2018-02-27,1049,0.0
Midtown,2018-02-28,1069,0.0
Midtown,2018-03-01,1071,0.0
Midtown,2018-03-02,962,0.0
Midtown,2018-03-03,634,0.0
Midtown,2018-03-04,548,0.0
Midtown,2018-03-05,1040,0.0
Midtown,2018-03-06,1069,0.0
Midtown,2018-03-07,1012,0.0
Midtown,2018-03-08,1029,0.0
Midtown,2018-03-09,1020,0.0
Midtown,2018-03-10,535,0.0
Midtown,2018-03-11,508,0.0
Midtown,2018-03-12,1013,0.0
Midtown,2018-03-13,1043,0.0
Midtown,2018-03-14,1016,0.0
Midtown,2018-03-15,1038,0.0
Midtown,2018-03-16,1033,0.0
Midtown,2018-03-17,200,0.0
Midtown,2018-03-18,544,0.0
Midtown,2018-03-19,995,0.0
Midtown,2018-03-20,976,0.0
Midtown,2018-03-21,1026,0.0
Midtown,2018-03-22,1021,0.0
Midtown,2018-03-23,1060,0.0
Midtown,2018-03-24,558,0.0
Midtown,2018-03-25,564,0.0
Midtown,2018-03-26,1033,0.0
Midtown,2018-03-27,1016,0.0
Midtown,2018-03-28,1021,0.0
Midtown,2018-03-29,1026,0.0
Midtown,2018-03-30,1095,0.0
Midtown,2018-03-31,559,0.0
Midtown,2018-04-01,528,0.0
Midtown,2018-04-02,998,0.0
Midtown,2018-04-03,969,0.0
Midtown,2018-04-04,1060,0.0
Midtown,2018-04-05,995,0.0
Midtown,2018-04-06,1057,0.0
Midtown,2018-04-07,542,0.0
Midtown,2018-04-08,562,0.0
Midtown,2018-04-09,1057,0.0
Midtown,2018-04-10,1029,0.0
Midtown,2018-04-11,1025,0.0
Midtown,2018-04-12,1030,0.0
Midtown,2018-04-13,973,0.0
Midtown,2018-04-14,530,0.0
Midtown,2018-04-15,555,0.0
Midtown,2018-04-16,1004,0.0
Midtown,2018-04-17,989,0.0
Midtown,2018-04-18,1020,0.0
Midtown,2018-04-19,1015,0.0
Midtown,2018-04-20,1078,0.0
Midtown,2018-04-21,564,0.0
Midtown,2018-04-22,521,0.0
Midtown,2018-04-23,1017,0.0
Midtown,2018-04-24,1046,0.0
Midtown,2018-04-25,1017,0.0
Midtown,2018-04-26,976,0.0
Midtown,2018-04-27,1049,0.0
Midtown,2018-04-28,577,0.0
Midtown,2018-04-29,583,0.0
Midtown,2018-04-30,1038,0.0
Midtown,2018-05-01,946,0.07505285412262157
Midtown,2018-05-02,987,0.1286727456940223
Midtown,2018-05-03,963,0.10384215991692627
Midtown,2018-05-04,1065,0.0835680751173709
Midtown,2018-05-05,607,0.06589785831960461
Midtown,2018-05-06,601,0.064891846921797
Midtown,2018-05-07,1042,0.09021113243761997
Midtown,2018-05-08,1087,0.08003679852805888
Midtown,2018-05-09,987,0.09422492401215805
Midtown,2018-05-10,1116,0.11648745519713262
Midtown,2018-05-11,1098,0.07832422586520947
Midtown,2018-05-12,630,0.0746031746031746
Midtown,2018-05-13,617,0.08752025931928688
Midtown,2018-05-14,1089,0.07897153351698806
Midtown,2018-05-15,1029,0.11370262390670553
Midtown,2018-05-16,1039,0.09624639076034648
Midtown,2018-05-17,1010,0.09207920792079208
Midtown,2018-05-18,1093,0.09423604757548033
Midtown,2018-05-19,626,0.0926517571884984
Midtown,2018-05-20,522,0.1053639846743295
Midtown,2018-05-21,1090,0.10366972477064221
Midtown,2018-05-22,1037,0.09450337512054002
Midtown,2018-05-23,1013,0.11451135241855874
Midtown,2018-05-24,1069,0.09073900841908325
Midtown,2018-05-25,982,0.12118126272912423
Midtown,2018-05-26,529,0.1342155009451796
Midtown,2018-05-27,594,0.09595959595959595
Midtown,2018-05-28,594,0.09427609427609428
Midtown,2018-05-29,1006,0.11133200795228629
Midtown,2018-05-30,1052,0.10741444866920152
Midtown,2018-05-31,1053,0.07597340930674264
Midtown,2018-06-01,975,0.09128205128205129
Midtown,2018-06-02,538,0.08550185873605948
Midtown,2018-06-03,613,0.0929853181076672
Midtown,2018-06-04,1028,0.10408560311284047
Midtown,2018-06-05,1002,0.07784431137724551
Midtown,2018-06-06,1100,0.1009090909090909
Midtown,2018-06-07,1049,0.10104861773117255
Midtown,2018-06-08,965,0.07772020725388601
Midtown,2018-06-09,575,0.10260869565217391
Midtown,2018-06-10,534,0.09737827715355805
Midtown,2018-06-11,1035,0.1072463768115942
Midtown,2018-06-12,1055,0.0985781990521327
Midtown,2018-06-13,1020,0.10588235294117647
Midtown,2018-06-14,957,0.109717868338558
Midtown,2018-06-15,1061,0.10650329877474081
Midtown,2018-06-16,554,0.10469314079422383
Midtown,2018-06-17,515,0.09514563106796116
Midtown,2018-06-18,959,0.11574556830031282
Midtown,2018-06-19,950,0.09368421052631579
Midtown,2018-06-20,1010,0.09801980198019802
Midtown,2018-06-21,1034,0.109284332688588
Midtown,2018-06-22,1015,0.09950738916256158
Midtown,2018-06-23,576,0.09895833333333333
Midtown,2018-06-24,581,0.10671256454388985
Midtown,2018-06-25,1056,0.09753787878787878
Midtown,2018-06-26,990,0.09292929292929293
Midtown,2018-06-27,977,0.1023541453428864
Midtown,2018-06-28,1035,0.10434782608695652
Midtown,2018-06-29,940,0.10106382978723404
Midtown,2018-06-30,463,0.10583153347732181
Midtown,2018-07-01,460,0.09130434782608696
Midtown,2018-07-02,905,0.11049723756906077
Midtown,2018-07-03,994,0.12877263581488935
Midtown,2018-07-04,511,0.0958904109589041
Midtown,2018-07-05,922,0.12255965292841649
Midtown,2018-07-06,976,0.12397540983606557
Midtown,2018-07-07,571,0.08056042031523643
Midtown,2018-07-08,501,0.11177644710578842
Midtown,2018-07-09,925,0.09081081081081081
Midtown,2018-07-10,899,0.10901001112347053
Midtown,2018-07-11,1002,0.09381237524950099
Midtown,2018-07-12,981,0.12028542303771661
Midtown,2018-07-13,955,0.1068062827225131
Midtown,2018-07-14,493,0.09330628803245436
Midtown,2018-07-15,557,0.07719928186714542
Midtown,2018-07-16,912,0.1074561403508772
Midtown,2018-07-17,1020,0.1392156862745098
Midtown,2018-07-18,942,0.1029723991507431
Midtown,2018-07-19,979,0.10112359550561797
Midtown,2018-07-20,983,0.10478128179043744
Midtown,2018-07-21,524,0.10305343511450382
Midtown,2018-07-22,536,0.07462686567164178
Midtown,2018-07-23,998,0.1062124248496994
Midtown,2018-07-24,922,0.09869848156182212
Midtown,2018-07-25,1032,0.10755813953488372
Midtown,2018-07-26,969,0.11455108359133127
Midtown,2018-07-27,933,0.11146838156484459
Midtown,2018-07-28,553,0.08499095840867993
Midtown,2018-07-29,513,0.09746588693957114
Midtown,2018-07-30,1013,0.11056268509378085
Midtown,2018-07-31,920,0.09565217391304348
Midtown,2018-08-01,968,0.12396694214876033
Midtown,2018-08-02,958,0.1336116910229645
Midtown,2018-08-03,957,0.09926854754440961
Midtown,2018-08-04,482,0.15145228215767634
Midtown,2018-08-05,547,0.10054844606946983
Midtown,2018-08-06,952,0.09243697478991597
Midtown,2018-08-07,957,0.10553814002089865
Midtown,2018-08-08,953,0.1080797481636936
Midtown,2018-08-09,916,0.0906113537117904
Midtown,2018-08-10,981,0.109072375127421
Midtown,2018-08-11,603,0.12437810945273632
Midtown,2018-08-12,511,0.0821917808219178
Midtown,2018-08-13,1040,0.08846153846153847
Midtown,2018-08-14,1010,0.1099009900990099
Midtown,2018-08-15,1036,0.10907335907335908
